eval_index,hv
1,0.19418384816049283
2,0.21591609561176087
3,0.21736118290462292
4,0.21781471108375977
5,0.24759023992698198
6,0.29918948609497037
7,0.2995138723711686
8,0.30083722008899666
9,0.30091672611927395
10,0.3021651495240313
11,0.30255010075681327
12,0.30411994540949533
13,0.30411994540949533
14,0.30411994540949533
15,0.30411994540949533
16,0.30411994540949533
17,0.30411994540949533
18,0.30411994540949533
19,0.30411994540949533
20,0.30411994540949533
21,0.30411994540949533
22,0.30411994540949533
23,0.30411994540949533
24,0.30411994540949533
25,0.30411994540949533
26,0.30411994540949533
27,0.30411994540949533
28,0.30411994540949533
29,0.30411994540949533
30,0.30411994540949533
31,0.30411994540949533
32,0.3193363364857983
33,0.31969116442706214
34,0.32189888554176543
35,0.32310861221073395
36,0.32317753135916505
37,0.3241763910161106
38,0.32417862745277465
39,0.32430850056542165
40,0.32442572076393517
41,0.32442572076393517
42,0.32442572076393517
43,0.325119546649096
44,0.325119546649096
45,0.3254107281360093
46,0.3254107281360093
47,0.3258085774752233
48,0.3258085774752233
49,0.3258085774752233
50,0.3258085774752233
51,0.3258204590735735
52,0.3258316471868903
53,0.3258316471868903
54,0.3258316471868903
55,0.3258316471868903
56,0.3268283912413152
