eval_index,canonical_hv,display_hv,pareto_size
1,0.5455224446144248,1.3638061115360618,1
2,0.5522300006302867,1.3805750015757168,2
3,0.7918310671484413,1.9795776678711032,2
4,0.7955116129064156,1.9887790322660388,3
5,0.7962143175149375,1.9905357937873438,4
6,0.889079747189835,2.2226993679745872,5
7,0.889079747189835,2.2226993679745872,5
8,0.8890825944969126,2.2227064862422816,6
9,0.8890825944969126,2.2227064862422816,6
10,0.8890825944969126,2.2227064862422816,6
11,0.9240300863611339,2.3100752159028346,6
12,0.9286489224242322,2.3216223060605805,5
13,0.9286489224242322,2.3216223060605805,5
14,1.5385747264439102,3.8464368161097755,6
15,1.543634748810591,3.8590868720264773,6
16,1.5436347763875384,3.859086940968846,7
17,1.543647660863627,3.8591191521590673,8
18,1.546128342262228,3.86532085565557,9
19,1.5461290095833868,3.8653225239584668,10
20,1.5504657996811178,3.8761644992027944,11
21,1.55452519547761,3.886312988694025,11
22,1.5545260708653292,3.886315177163323,12
23,1.56310802613656,3.9077700653413996,13
24,1.563108033419628,3.9077700835490696,14
25,1.5646836655227487,3.9117091638068717,14
26,1.5653054845639267,3.9132637114098165,15
27,1.5654104780618414,3.913526195154603,14
28,1.5668005035278991,3.917001258819748,13
29,1.5668005035278991,3.917001258819748,13
30,1.5682408672603934,3.920602168150983,14
31,1.568242184576948,3.92060546144237,14
32,1.568242184576948,3.92060546144237,14
33,1.569637334286854,3.9240933357171346,15
34,1.5696625165555826,3.9241562913889565,16
35,1.5701383667070266,3.9253459167675664,17
36,1.5704588516107834,3.9261471290269583,18
37,1.570790525290405,3.9269763132260125,19
38,1.5713140813710613,3.928285203427653,20
39,1.5717551244507997,3.929387811126999,21
40,1.5718350619289798,3.9295876548224493,22
41,1.5731149833180678,3.932787458295169,23
42,1.5732201774425216,3.933050443606304,24
43,1.5732202228525198,3.9330505571312995,25
44,1.5732206061947698,3.933051515486924,26
45,1.5732209913742323,3.9330524784355805,27
46,1.5732212299317314,3.933053074829328,28
47,1.5732212299317314,3.933053074829328,28
48,1.573231504382328,3.9330787609558198,29
49,1.57328794418295,3.9332198604573745,30
50,1.5733452029058086,3.9333630072645214,31
51,1.5733455079505665,3.933363769876416,32
52,1.5736881004293835,3.9342202510734583,33
53,1.5739317696541955,3.9348294241354886,33
54,1.573938685081676,3.9348467127041897,33
55,1.5740861566494682,3.9352153916236703,34
56,1.5743831138363293,3.935957784590823,34
