eval_index,canonical_hv,display_hv,pareto_size
1,1.119773351508191,2.7994333787704773,1
2,1.119773351508191,2.7994333787704773,2
3,1.119773351508191,2.7994333787704773,2
4,1.1265578713669102,2.8163946784172755,3
5,1.1281984875765705,2.820496218941426,4
6,1.1282021977259824,2.820505494314956,5
7,1.265282691839309,3.163206729598272,4
8,1.449714125434299,3.624285313585747,5
9,1.4608110786473159,3.6520276966182896,6
10,1.7811008859033566,4.452752214758391,6
11,1.8224639782377061,4.556159945594265,6
12,1.8224650304923244,4.556162576230811,7
13,1.8245581004964637,4.561395251241159,8
14,1.8245581004964637,4.561395251241159,8
15,1.8387066733344506,4.596766683336126,8
16,1.8387066733344506,4.596766683336126,8
17,1.8387066733344506,4.596766683336126,8
18,1.8532242933450673,4.633060733362668,8
19,1.8592409637927856,4.648102409481964,9
20,1.8618285835769843,4.654571458942461,10
21,1.863281105058619,4.658202762646548,11
22,1.8669784111684076,4.667446027921018,11
23,1.8684862485462983,4.671215621365746,12
24,1.8690116000648704,4.672529000162176,13
25,1.8690881140747504,4.672720285186876,14
26,1.8690881140747504,4.672720285186876,14
27,1.8695456019654146,4.673864004913536,15
28,1.8695456019654146,4.673864004913536,15
29,1.8695456019654146,4.673864004913536,15
30,1.8695456019654146,4.673864004913536,15
31,1.8695456019654146,4.673864004913536,15
32,1.8695456019654146,4.673864004913536,15
33,1.8698957433816699,4.6747393584541745,16
34,1.8702004063552644,4.675501015888161,17
35,1.8702106022571239,4.675526505642809,17
36,1.8702106022571239,4.675526505642809,17
37,1.8702106022571239,4.675526505642809,17
38,1.8705012358929076,4.676253089732269,18
39,1.8705012358929076,4.676253089732269,18
40,1.870779514737303,4.6769487868432575,19
41,1.8707795148351847,4.676948787087961,20
42,1.8707803254359814,4.676950813589953,21
43,1.8707803254359814,4.676950813589953,21
44,1.8707803254359814,4.676950813589953,21
45,1.8709531377964719,4.67738284449118,21
46,1.8709531377964719,4.67738284449118,21
47,1.8709531377964719,4.67738284449118,21
48,1.8709531377964719,4.67738284449118,21
49,1.870957012384089,4.677392530960223,22
50,1.870957012384089,4.677392530960223,22
51,1.870957012384089,4.677392530960223,22
52,1.8712270946774594,4.678067736693648,23
53,1.871304943402114,4.678262358505285,24
54,1.871304943402114,4.678262358505285,24
55,1.871304943402114,4.678262358505285,24
56,1.8713727236251527,4.678431809062881,25
