eval_index,canonical_hv,display_hv,pareto_size
1,1.119773351508191,2.7994333787704773,1
2,1.119773351508191,2.7994333787704773,2
3,1.119773351508191,2.7994333787704773,2
4,1.1199362851600765,2.799840712900191,3
5,1.1336905768673462,2.834226442168365,4
6,1.1358999734084172,2.839749933521043,5
7,1.1358999734084172,2.839749933521043,5
8,1.144954822802881,2.862387057007202,5
9,1.3786579553820433,3.446644888455108,5
10,1.3800905496775593,3.450226374193898,5
11,1.3800921875155323,3.4502304687888308,6
12,1.3800921875155323,3.4502304687888308,6
13,1.3813132613042873,3.453283153260718,7
14,1.3820640410767968,3.455160102691992,8
15,1.3828899636211416,3.457224909052854,8
16,1.383248160271507,3.458120400678767,9
17,1.392057002665697,3.4801425066642424,10
18,1.3998582482285689,3.499645620571422,10
19,1.3998582482285689,3.499645620571422,10
20,1.400212378092704,3.50053094523176,11
21,1.4021583548178564,3.505395887044641,12
22,1.4021583548178564,3.505395887044641,12
23,1.4037225577990053,3.5093063944975134,12
24,1.4037225577990053,3.5093063944975134,12
25,1.4043852301558897,3.510963075389724,13
26,1.4047858950420384,3.511964737605096,14
27,1.5612056767866884,3.903014191966721,13
28,1.5612056767866884,3.903014191966721,13
29,1.8559018901990747,4.639754725497687,14
30,1.8559018901990747,4.639754725497687,14
31,1.8559018901990747,4.639754725497687,14
32,1.8559522004916886,4.6398805012292215,15
33,1.855964331736282,4.639910829340705,16
34,1.855964331736282,4.639910829340705,16
35,1.8559674723991069,4.639918680997767,17
36,1.8581542188885252,4.645385547221313,17
37,1.8581542188885252,4.645385547221313,17
38,1.8581542188885252,4.645385547221313,17
39,1.858930718544941,4.647326796362353,18
40,1.8589515821129836,4.647378955282459,19
41,1.8600745393670464,4.650186348417615,20
42,1.860519527589255,4.651298818973137,21
43,1.8628927477952644,4.657231869488161,20
44,1.8628927477952644,4.657231869488161,20
45,1.8628927477952644,4.657231869488161,20
46,1.8628927477952644,4.657231869488161,20
47,1.863442263260039,4.658605658150097,19
48,1.864097104641585,4.660242761603962,20
49,1.8647766521876648,4.661941630469162,21
50,1.8649469725621355,4.662367431405339,22
51,1.8649469725621355,4.662367431405339,22
52,1.8649469725621355,4.662367431405339,22
53,1.8649469725621355,4.662367431405339,22
54,1.8649469725621355,4.662367431405339,22
55,1.8649776893059038,4.662444223264759,23
56,1.86497799952701,4.6624449988175245,24
