collection,experiment_family,variant_group,report_dir,report_path,group_name,structured_report,run_count,mean_hv,std_hv,mean_hv_raw,std_hv_raw,mean_init_hv,std_init_hv,mean_pareto_size,std_pareto_size,mean_hv_violations,rerank_applied_count,rerank_active_count,group_payload
optimized_experiments,ordinary_ei_comparison,,optimized_experiments/ordinary_ei_comparison,optimized_experiments/ordinary_ei_comparison/report.json,warmstart_ei_focused,False,3,0.3498346594333445,0.016618050055154005,,,0.2837015314720864,,,,,,,"{""max_hv"": 0.3631058337463633, ""mean_hv"": 0.3498346594333445, ""mean_init_hv"": 0.2837015314720864, ""min_hv"": 0.3264018602844089, ""runs"": [{""hv_violations"": 0, ""hypervolume"": 0.35999628426926145, ""n_feasible"": 16, ""seed"": 0, ""warmstart_hv_last"": 0.28529448190590284}, {""hv_violations"": 0, ""hypervolume"": 0.3264018602844089, ""n_feasible"": 16, ""seed"": 1, ""warmstart_hv_last"": 0.28946337643382236}, {""hv_violations"": 0, ""hypervolume"": 0.3631058337463633, ""n_feasible"": 16, ""seed"": 2, ""warmstart_hv_last"": 0.2763467360765339}], ""std_hv"": 0.016618050055154005}"
optimized_experiments,proposal_batch_v1,,optimized_experiments/proposal_batch_v1,optimized_experiments/proposal_batch_v1/report.json,baseline_ei,False,3,0.33792270043798117,0.016770282398946845,,,0.24888688451195623,,,,,,,"{""max_hv"": 0.3601655209546283, ""mean_hv"": 0.33792270043798117, ""mean_init_hv"": 0.24888688451195623, ""min_hv"": 0.3196734392266139, ""runs"": [{""candidate_source_counts"": {}, ""hv_violations"": 0, ""hypervolume"": 0.3601655209546283, ""last_lambda"": null, ""n_feasible"": 16, ""proposal_ready"": false, ""seed"": 0, ""warmstart_hv_last"": 0.25695321501410096}, {""candidate_source_counts"": {}, ""hv_violations"": 0, ""hypervolume"": 0.3196734392266139, ""last_lambda"": null, ""n_feasible"": 16, ""proposal_ready"": false, ""seed"": 1, ""warmstart_hv_last"": 0.2427666463387249}, {""candidate_source_counts"": {}, ""hv_violations"": 0, ""hypervolume"": 0.33392914113270133, ""last_lambda"": null, ""n_feasible"": 16, ""proposal_ready"": false, ""seed"": 2, ""warmstart_hv_last"": 0.24694079218304285}], ""std_hv"": 0.016770282398946845}"
optimized_experiments,proposal_batch_v1,,optimized_experiments/proposal_batch_v1,optimized_experiments/proposal_batch_v1/report.json,warmstart_guided_ei,False,3,0.3404200852015824,0.007361807296107874,,,0.2814680017472224,,,,,,,"{""max_hv"": 0.34898025864347015, ""mean_hv"": 0.3404200852015824, ""mean_init_hv"": 0.2814680017472224, ""min_hv"": 0.3310080511912424, ""runs"": [{""candidate_source_counts"": {""guidance"": 26, ""hotspot"": 5}, ""hv_violations"": 0, ""hypervolume"": 0.3310080511912424, ""last_lambda"": null, ""n_feasible"": 16, ""proposal_ready"": false, ""seed"": 0, ""warmstart_hv_last"": 0.28506862254299287}, {""candidate_source_counts"": {""guidance"": 26, ""hotspot"": 5}, ""hv_violations"": 0, ""hypervolume"": 0.3412719457700346, ""last_lambda"": null, ""n_feasible"": 16, ""proposal_ready"": false, ""seed"": 1, ""warmstart_hv_last"": 0.2839564737593664}, {""candidate_source_counts"": {""guidance"": 26, ""hotspot"": 5}, ""hv_violations"": 0, ""hypervolume"": 0.34898025864347015, ""last_lambda"": null, ""n_feasible"": 16, ""proposal_ready"": false, ""seed"": 2, ""warmstart_hv_last"": 0.275378908939308}], ""std_hv"": 0.007361807296107874}"
optimized_experiments,proposal_batch_v1,,optimized_experiments/proposal_batch_v1,optimized_experiments/proposal_batch_v1/report.json,warmstart_plain_ei,False,3,0.35632366382824515,0.00923580545058696,,,0.2859592334295344,,,,,,,"{""max_hv"": 0.36664175505007246, ""mean_hv"": 0.35632366382824515, ""mean_init_hv"": 0.2859592334295344, ""min_hv"": 0.3442289928933124, ""runs"": [{""candidate_source_counts"": {}, ""hv_violations"": 0, ""hypervolume"": 0.36664175505007246, ""last_lambda"": null, ""n_feasible"": 16, ""proposal_ready"": false, ""seed"": 0, ""warmstart_hv_last"": 0.2865332982137414}, {""candidate_source_counts"": {}, ""hv_violations"": 0, ""hypervolume"": 0.3442289928933124, ""last_lambda"": null, ""n_feasible"": 16, ""proposal_ready"": false, ""seed"": 1, ""warmstart_hv_last"": 0.2868232660863262}, {""candidate_source_counts"": {}, ""hv_violations"": 0, ""hypervolume"": 0.35810024354135067, ""last_lambda"": null, ""n_feasible"": 16, ""proposal_ready"": false, ""seed"": 2, ""warmstart_hv_last"": 0.2845211359885355}], ""std_hv"": 0.00923580545058696}"
optimized_experiments,proposal_batch_v1,,optimized_experiments/proposal_batch_v1,optimized_experiments/proposal_batch_v1/report.json,warmstart_proposal_ei,False,3,0.33640658723874783,0.008943183813946553,,,0.2829274741940115,,,,,,,"{""max_hv"": 0.3440475001254646, ""mean_hv"": 0.33640658723874783, ""mean_init_hv"": 0.2829274741940115, ""min_hv"": 0.32385783526944295, ""runs"": [{""candidate_source_counts"": {""proposal"": 24}, ""hv_violations"": 0, ""hypervolume"": 0.34131442632133596, ""last_lambda"": null, ""n_feasible"": 16, ""proposal_ready"": true, ""seed"": 0, ""warmstart_hv_last"": 0.2869348048347409}, {""candidate_source_counts"": {""proposal"": 24}, ""hv_violations"": 0, ""hypervolume"": 0.32385783526944295, ""last_lambda"": null, ""n_feasible"": 16, ""proposal_ready"": true, ""seed"": 1, ""warmstart_hv_last"": 0.2864086174613468}, {""candidate_source_counts"": {""proposal"": 24}, ""hv_violations"": 0, ""hypervolume"": 0.3440475001254646, ""last_lambda"": null, ""n_feasible"": 16, ""proposal_ready"": true, ""seed"": 2, ""warmstart_hv_last"": 0.27543900028594676}], ""std_hv"": 0.008943183813946553}"
optimized_experiments,proposal_batch_v1,,optimized_experiments/proposal_batch_v1,optimized_experiments/proposal_batch_v1/report.json,warmstart_proposal_guided_ei,False,3,0.34282888988027704,0.015198333988305264,,,0.28186325737604523,,,,,,,"{""max_hv"": 0.3629097270728239, ""mean_hv"": 0.34282888988027704, ""mean_init_hv"": 0.28186325737604523, ""min_hv"": 0.3261511512476536, ""runs"": [{""candidate_source_counts"": {""guidance"": 26, ""hotspot"": 5, ""proposal"": 24}, ""hv_violations"": 0, ""hypervolume"": 0.3629097270728239, ""last_lambda"": null, ""n_feasible"": 16, ""proposal_ready"": true, ""seed"": 0, ""warmstart_hv_last"": 0.284288802876133}, {""candidate_source_counts"": {""guidance"": 26, ""hotspot"": 5, ""proposal"": 24}, ""hv_violations"": 0, ""hypervolume"": 0.3261511512476536, ""last_lambda"": null, ""n_feasible"": 16, ""proposal_ready"": true, ""seed"": 1, ""warmstart_hv_last"": 0.28592206031269474}, {""candidate_source_counts"": {""guidance"": 26, ""hotspot"": 5, ""proposal"": 24}, ""hv_violations"": 0, ""hypervolume"": 0.3394257913203537, ""last_lambda"": null, ""n_feasible"": 16, ""proposal_ready"": true, ""seed"": 2, ""warmstart_hv_last"": 0.275378908939308}], ""std_hv"": 0.015198333988305264}"
optimized_experiments,search_soft_margin,,optimized_experiments/search_soft_margin,optimized_experiments/search_soft_margin/report.json,safe66,False,0,,,,,,,,,,,,"{""hv_violations"": 0, ""hypervolume"": 0.35009758762638093, ""n_feasible"": 16, ""warmstart_hv_last"": 0.2812292616483155}"
optimized_experiments,search_soft_margin,,optimized_experiments/search_soft_margin,optimized_experiments/search_soft_margin/report.json,safe67,False,0,,,,,,,,,,,,"{""hv_violations"": 0, ""hypervolume"": 0.3554096584542096, ""n_feasible"": 16, ""warmstart_hv_last"": 0.28416647995542205}"
optimized_experiments,search_soft_margin,,optimized_experiments/search_soft_margin,optimized_experiments/search_soft_margin/report.json,safe68,False,0,,,,,,,,,,,,"{""hv_violations"": 0, ""hypervolume"": 0.3583144423818548, ""n_feasible"": 16, ""warmstart_hv_last"": 0.29221644081821185}"
optimized_experiments,search_soft_margin2,,optimized_experiments/search_soft_margin2,optimized_experiments/search_soft_margin2/report.json,safe685,False,0,,,,,,,,,,,,"{""hv_violations"": 0, ""hypervolume"": 0.3630596764310498, ""n_feasible"": 16, ""warmstart_hv_last"": 0.2874643083997228}"
optimized_experiments,search_soft_margin2,,optimized_experiments/search_soft_margin2,optimized_experiments/search_soft_margin2/report.json,safe69,False,0,,,,,,,,,,,,"{""hv_violations"": 0, ""hypervolume"": 0.35999628426926145, ""n_feasible"": 16, ""warmstart_hv_last"": 0.28529448190590284}"
optimized_experiments,search_soft_margin2,,optimized_experiments/search_soft_margin2,optimized_experiments/search_soft_margin2/report.json,safe695,False,0,,,,,,,,,,,,"{""hv_violations"": 0, ""hypervolume"": 0.36819015379085485, ""n_feasible"": 16, ""warmstart_hv_last"": 0.2869348048347409}"
optimized_experiments,search_warmstart,,optimized_experiments/search_warmstart,optimized_experiments/search_warmstart/report.json,warm4_rand2_temp0,False,0,,,,,,,,,,,,"{""hv_violations"": 0, ""hypervolume"": 0.34941377930993867, ""n_feasible"": 16, ""warmstart_hv_last"": 0.28747910863507964}"
optimized_experiments,search_warmstart,,optimized_experiments/search_warmstart,optimized_experiments/search_warmstart/report.json,warm5_rand1_temp0,False,0,,,,,,,,,,,,"{""hv_violations"": 0, ""hypervolume"": 0.31583905212478136, ""n_feasible"": 16, ""warmstart_hv_last"": 0.30141861205027654}"
optimized_experiments,search_warmstart,,optimized_experiments/search_warmstart,optimized_experiments/search_warmstart/report.json,warm6_rand0_temp0,False,0,,,,,,,,,,,,"{""hv_violations"": 0, ""hypervolume"": 0.37252045248550736, ""n_feasible"": 16, ""warmstart_hv_last"": 0.27780133730874135}"
optimized_experiments,search_warmstart_batch,,optimized_experiments/search_warmstart_batch,optimized_experiments/search_warmstart_batch/report.json,w3r3_b3_a1_n1_t0,False,0,,,,,,,,,,,,"{""hv_violations"": 0, ""hypervolume"": 0.3596509384505988, ""n_feasible"": 16, ""warmstart_hv_last"": 0.284288802876133}"
optimized_experiments,search_warmstart_batch,,optimized_experiments/search_warmstart_batch,optimized_experiments/search_warmstart_batch/report.json,w3r3_b3_a1_n1_t02,False,0,,,,,,,,,,,,"{""hv_violations"": 0, ""hypervolume"": 0.35830002077686185, ""n_feasible"": 16, ""warmstart_hv_last"": 0.2842503905374169}"
optimized_experiments,search_warmstart_batch,,optimized_experiments/search_warmstart_batch,optimized_experiments/search_warmstart_batch/report.json,w3r3_b3_a2_n3_t02,False,0,,,,,,,,,,,,"{""hv_violations"": 0, ""hypervolume"": 0.332377122875829, ""n_feasible"": 16, ""warmstart_hv_last"": 0.28579319301931994}"
optimized_experiments,search_warmstart_batch,,optimized_experiments/search_warmstart_batch,optimized_experiments/search_warmstart_batch/report.json,w4r2_b4_a1_n1_t02,False,0,,,,,,,,,,,,"{""hv_violations"": 0, ""hypervolume"": 0.35606557760546187, ""n_feasible"": 16, ""warmstart_hv_last"": 0.29050066117417206}"
optimized_experiments,warmstart_prompt_v2_10iter,,optimized_experiments/warmstart_prompt_v2_10iter,optimized_experiments/warmstart_prompt_v2_10iter/report.json,baseline_strict,False,3,0.8507944469622316,0.04470934257326629,,,0.6222172112798906,,,,,,,"{""max_hv"": 0.9110443481480838, ""mean_hv"": 0.8507944469622316, ""mean_init_hv"": 0.6222172112798906, ""min_hv"": 0.8040607629642018, ""runs"": [{""candidate_source_counts"": {}, ""hv_violations"": 0, ""hypervolume"": 0.9110443481480838, ""n_feasible"": 26, ""seed"": 0, ""warmstart_hv_last"": 0.6423830375352524}, {""candidate_source_counts"": {}, ""hv_violations"": 0, ""hypervolume"": 0.8040607629642018, ""n_feasible"": 26, ""seed"": 1, ""warmstart_hv_last"": 0.6069166158468122}, {""candidate_source_counts"": {}, ""hv_violations"": 0, ""hypervolume"": 0.8372782297744091, ""n_feasible"": 26, ""seed"": 2, ""warmstart_hv_last"": 0.6173519804576071}], ""std_hv"": 0.04470934257326629}"
optimized_experiments,warmstart_prompt_v2_10iter,,optimized_experiments/warmstart_prompt_v2_10iter,optimized_experiments/warmstart_prompt_v2_10iter/report.json,warmstart_prompt_v2,False,3,0.8061547289280929,0.12719317871198854,,,0.6039892709423623,,,,,,,"{""max_hv"": 0.914228473430515, ""mean_hv"": 0.8061547289280929, ""mean_init_hv"": 0.6039892709423623, ""min_hv"": 0.627589922548797, ""runs"": [{""candidate_source_counts"": {}, ""hv_violations"": 0, ""hypervolume"": 0.914228473430515, ""n_feasible"": 26, ""seed"": 0, ""warmstart_hv_last"": 0.6991717182377312}, {""candidate_source_counts"": {}, ""hv_violations"": 0, ""hypervolume"": 0.8766457908049671, ""n_feasible"": 26, ""seed"": 1, ""warmstart_hv_last"": 0.5493230912610106}, {""candidate_source_counts"": {}, ""hv_violations"": 0, ""hypervolume"": 0.627589922548797, ""n_feasible"": 26, ""seed"": 2, ""warmstart_hv_last"": 0.5634730033283453}], ""std_hv"": 0.12719317871198854}"
optimized_experiments,warmstart_prompt_v2_llmei_seed1_10iter,,optimized_experiments/warmstart_prompt_v2_llmei_seed1_10iter,optimized_experiments/warmstart_prompt_v2_llmei_seed1_10iter/report.json,warmstart_llmei_const,False,0,,,,,,,,,,,,"{""hypervolume"": 0.8855346355088928, ""hypervolume_raw"": 10.422760336601005, ""init_hv"": 0.5493230912610106, ""pareto_size"": 13, ""rerank_telemetry_count"": 20}"
optimized_experiments,warmstart_prompt_v2_llmei_seed1_10iter,,optimized_experiments/warmstart_prompt_v2_llmei_seed1_10iter,optimized_experiments/warmstart_prompt_v2_llmei_seed1_10iter/report.json,warmstart_llmei_online,False,0,,,,,,,,,,,,"{""hypervolume"": 0.6854854816166731, ""hypervolume_raw"": 8.068177801994455, ""init_hv"": 0.5493230912610106, ""pareto_size"": 13, ""rerank_telemetry_count"": 20}"
optimized_experiments,warmstart_prompt_v2_llmei_seed1_10iter,,optimized_experiments/warmstart_prompt_v2_llmei_seed1_10iter,optimized_experiments/warmstart_prompt_v2_llmei_seed1_10iter/report.json,warmstart_plain,False,0,,,,,,,,,,,,"{""hypervolume"": 0.8766457908049671, ""hypervolume_raw"": 10.318138457000508, ""init_hv"": 0.5493230912610106, ""pareto_size"": 13}"
optimized_experiments,weight_aware_coupling_v1,,optimized_experiments/weight_aware_coupling_v1,optimized_experiments/weight_aware_coupling_v1/report.json,historical_reference,False,0,,,,,,,,,,,,"{""warmstart_old_gp_coupling"": {""max_hv"": 0.37476283621188217, ""mean_hv"": 0.3615500186192042, ""mean_init_hv"": 0.2839474721967155, ""min_hv"": 0.3471004221214275, ""runs"": [{""acq_prior_active"": false, ""candidate_source_counts"": {""guidance"": 26, ""hotspot"": 5}, ""hv_violations"": 0, ""hypervolume"": 0.36785814377747983, ""last_lambda"": 1.0, ""n_feasible"": 22, ""proposal_ready"": false, ""seed"": 0, ""warmstart_hv_last"": 0.2738571652983004}, {""acq_prior_active"": false, ""candidate_source_counts"": {""guidance"": 26, ""hotspot"": 5}, ""hv_violations"": 0, ""hypervolume"": 0.3471004221214275, ""last_lambda"": 1.0, ""n_feasible"": 22, ""proposal_ready"": false, ""seed"": 1, ""warmstart_hv_last"": 0.28625024602704247}, {""acq_prior_active"": false, ""candidate_source_counts"": {""guidance"": 26, ""hotspot"": 5}, ""hv_violations"": 0, ""hypervolume"": 0.3531546558804766, ""last_lambda"": 1.0, ""n_feasible"": 22, ""proposal_ready"": false, ""seed"": 2, ""warmstart_hv_last"": 0.28140525667262006}, {""acq_prior_active"": false, ""candidate_source_counts"": {""guidance"": 26, ""hotspot"": 5}, ""hv_violations"": 0, ""hypervolume"": 0.3648740351047549, ""last_lambda"": 1.0, ""n_feasible"": 22, ""proposal_ready"": false, ""seed"": 3, ""warmstart_hv_last"": 0.2911838047542184}, {""acq_prior_active"": false, ""candidate_source_counts"": {""guidance"": 26, ""hotspot"": 5}, ""hv_violations"": 0, ""hypervolume"": 0.37476283621188217, ""last_lambda"": 1.0, ""n_feasible"": 22, ""proposal_ready"": false, ""seed"": 4, ""warmstart_hv_last"": 0.28704088823139634}], ""std_hv"": 0.01004682070915411}, ""warmstart_plain_ei"": {""max_hv"": 0.3737170527466645, ""mean_hv"": 0.36438878743279146, ""mean_init_hv"": 0.2860552101567088, ""min_hv"": 0.3513426951352065, ""runs"": [{""acq_prior_active"": false, ""candidate_source_counts"": {}, ""hv_violations"": 0, ""hypervolume"": 0.3680246590199265, ""last_lambda"": null, ""n_feasible"": 22, ""proposal_ready"": false, ""seed"": 0, ""warmstart_hv_last"": 0.2765000838971011}, {""acq_prior_active"": false, ""candidate_source_counts"": {}, ""hv_violations"": 0, ""hypervolume"": 0.35995748271223016, ""last_lambda"": null, ""n_feasible"": 22, ""proposal_ready"": false, ""seed"": 1, ""warmstart_hv_last"": 0.28625024602704247}, {""acq_prior_active"": false, ""candidate_source_counts"": {}, ""hv_violations"": 0, ""hypervolume"": 0.3513426951352065, ""last_lambda"": null, ""n_feasible"": 22, ""proposal_ready"": false, ""seed"": 2, ""warmstart_hv_last"": 0.28653567503758154}, {""acq_prior_active"": false, ""candidate_source_counts"": {}, ""hv_violations"": 0, ""hypervolume"": 0.3737170527466645, ""last_lambda"": null, ""n_feasible"": 22, ""proposal_ready"": false, ""seed"": 3, ""warmstart_hv_last"": 0.29654452928203495}, {""acq_prior_active"": false, ""candidate_source_counts"": {}, ""hv_violations"": 0, ""hypervolume"": 0.3689020475499297, ""last_lambda"": null, ""n_feasible"": 22, ""proposal_ready"": false, ""seed"": 4, ""warmstart_hv_last"": 0.284445516539784}], ""std_hv"": 0.007879626877113766}}"
optimized_experiments,weight_aware_coupling_v1,,optimized_experiments/weight_aware_coupling_v1,optimized_experiments/weight_aware_coupling_v1/report.json,warmstart_plain_ei_current,False,5,0.3666222923994093,0.005269110437522008,,,0.28481735780109535,,,,,,,"{""max_hv"": 0.37553799484636147, ""mean_hv"": 0.3666222923994093, ""mean_init_hv"": 0.28481735780109535, ""min_hv"": 0.3602192909760166, ""runs"": [{""acq_prior_active"": false, ""align_score"": null, ""candidate_source_counts"": {}, ""history_score"": null, ""hv_score"": null, ""hv_violations"": 0, ""hypervolume"": 0.3680246590199265, ""last_effective_lambda"": null, ""last_gate"": null, ""last_lambda"": null, ""n_feasible"": 22, ""proposal_ready"": false, ""seed"": 0, ""stage_score"": null, ""warmstart_hv_last"": 0.2765000838971011}, {""acq_prior_active"": false, ""align_score"": null, ""candidate_source_counts"": {}, ""history_score"": null, ""hv_score"": null, ""hv_violations"": 0, ""hypervolume"": 0.36257922061364667, ""last_effective_lambda"": null, ""last_gate"": null, ""last_lambda"": null, ""n_feasible"": 22, ""proposal_ready"": false, ""seed"": 1, ""stage_score"": null, ""warmstart_hv_last"": 0.28360774937603417}, {""acq_prior_active"": false, ""align_score"": null, ""candidate_source_counts"": {}, ""history_score"": null, ""hv_score"": null, ""hv_violations"": 0, ""hypervolume"": 0.3602192909760166, ""last_effective_lambda"": null, ""last_gate"": null, ""last_lambda"": null, ""n_feasible"": 22, ""proposal_ready"": false, ""seed"": 2, ""stage_score"": null, ""warmstart_hv_last"": 0.28389866822681975}, {""acq_prior_active"": false, ""align_score"": null, ""candidate_source_counts"": {}, ""history_score"": null, ""hv_score"": null, ""hv_violations"": 0, ""hypervolume"": 0.36675029654109514, ""last_effective_lambda"": null, ""last_gate"": null, ""last_lambda"": null, ""n_feasible"": 22, ""proposal_ready"": false, ""seed"": 3, ""stage_score"": null, ""warmstart_hv_last"": 0.2930393992741253}, {""acq_prior_active"": false, ""align_score"": null, ""candidate_source_counts"": {}, ""history_score"": null, ""hv_score"": null, ""hv_violations"": 0, ""hypervolume"": 0.37553799484636147, ""last_effective_lambda"": null, ""last_gate"": null, ""last_lambda"": null, ""n_feasible"": 22, ""proposal_ready"": false, ""seed"": 4, ""stage_score"": null, ""warmstart_hv_last"": 0.28704088823139634}], ""std_hv"": 0.005269110437522008}"
optimized_experiments,weight_aware_coupling_v1,,optimized_experiments/weight_aware_coupling_v1,optimized_experiments/weight_aware_coupling_v1/report.json,warmstart_weight_aware_gated_coupling,False,5,0.36340899524347664,0.008539021477185799,,,0.2852987671211608,,,,,,,"{""max_hv"": 0.37300756212331276, ""mean_hv"": 0.36340899524347664, ""mean_init_hv"": 0.2852987671211608, ""min_hv"": 0.348229083677859, ""runs"": [{""acq_prior_active"": false, ""align_score"": 0.2482469039791306, ""candidate_source_counts"": {""guidance"": 26, ""hotspot"": 5}, ""history_score"": 0.75, ""hv_score"": 0.55, ""hv_violations"": 0, ""hypervolume"": 0.3616006971504333, ""last_effective_lambda"": 0.04416079690316253, ""last_gate"": 0.04416079690316253, ""last_lambda"": 1.0, ""n_feasible"": 22, ""proposal_ready"": false, ""seed"": 0, ""stage_score"": 0.43124999999999997, ""warmstart_hv_last"": 0.2765000838971011}, {""acq_prior_active"": false, ""align_score"": 0.28109671678860343, ""candidate_source_counts"": {""guidance"": 26, ""hotspot"": 5}, ""history_score"": 1.0, ""hv_score"": 0.9500000000000001, ""hv_violations"": 0, ""hypervolume"": 0.3694953522755169, ""last_effective_lambda"": 0.11516181115933095, ""last_gate"": 0.11516181115933095, ""last_lambda"": 1.0, ""n_feasible"": 22, ""proposal_ready"": false, ""seed"": 1, ""stage_score"": 0.43124999999999997, ""warmstart_hv_last"": 0.28625024602704247}, {""acq_prior_active"": false, ""align_score"": 0.3147350663024141, ""candidate_source_counts"": {""guidance"": 26, ""hotspot"": 5}, ""history_score"": 1.0, ""hv_score"": 0.55, ""hv_violations"": 0, ""hypervolume"": 0.348229083677859, ""last_effective_lambda"": 0.07465122353860384, ""last_gate"": 0.07465122353860384, ""last_lambda"": 1.0, ""n_feasible"": 22, ""proposal_ready"": false, ""seed"": 2, ""stage_score"": 0.43124999999999997, ""warmstart_hv_last"": 0.2871691062961593}, {""acq_prior_active"": false, ""align_score"": 0.20200301780411362, ""candidate_source_counts"": {""guidance"": 26, ""hotspot"": 5}, ""history_score"": 0.75, ""hv_score"": 0.55, ""hv_violations"": 0, ""hypervolume"": 0.3647122809902613, ""last_effective_lambda"": 0.035934443089059895, ""last_gate"": 0.035934443089059895, ""last_lambda"": 1.0, ""n_feasible"": 22, ""proposal_ready"": false, ""seed"": 3, ""stage_score"": 0.43124999999999997, ""warmstart_hv_last"": 0.28953351115410475}, {""acq_prior_active"": false, ""align_score"": 0.17714088959015223, ""candidate_source_counts"": {""guidance"": 26, ""hotspot"": 5}, ""history_score"": 1.0, ""hv_score"": 0.55, ""hv_violations"": 0, ""hypervolume"": 0.37300756212331276, ""last_effective_lambda"": 0.04201560474966423, ""last_gate"": 0.04201560474966423, ""last_lambda"": 1.0, ""n_feasible"": 22, ""proposal_ready"": false, ""seed"": 4, ""stage_score"": 0.43124999999999997, ""warmstart_hv_last"": 0.28704088823139634}], ""std_hv"": 0.008539021477185799}"
