eval_index,hv
1,0.1794366882631682
2,0.20075686429595252
3,0.25079804315142734
4,0.25079887574870674
5,0.2581987670285887
6,0.2581987670285887
7,0.26029501246687464
8,0.26305264266902917
9,0.26337802197524657
10,0.26861431984022854
11,0.27092765228253163
12,0.2711346925501115
13,0.27125667900148687
14,0.2713199904279981
15,0.3285230866879985
16,0.33020245167172707
17,0.33464361431939116
18,0.33464361431939116
19,0.33464361431939116
20,0.3347869341172178
21,0.3347869341172178
22,0.3347869341172178
23,0.33708023095056966
24,0.337081711915249
25,0.337081711915249
26,0.3381737091435371
27,0.34122792729862056
28,0.3412503189308139
29,0.34132218019533633
30,0.34156762164117677
31,0.3424485952208212
32,0.34317072276940624
33,0.34325664685126556
34,0.34354198479900494
35,0.34420138311609516
36,0.3444631183047479
37,0.34739554724078614
38,0.3493059023417145
39,0.34933635129719665
40,0.3498159314934386
41,0.3503592811866872
42,0.3504142562135068
43,0.3505793638693708
44,0.3507876249867416
45,0.3510142357857504
46,0.3510153766219054
47,0.35103265581946685
48,0.3513558725236435
49,0.35142368765324666
50,0.35143430126794195
51,0.3514539636815191
52,0.3514637858903512
53,0.3517529050995891
54,0.3520991824784004
55,0.38683155777001815
56,0.38686583763608656
