eval_index,hv
1,0.07927333131590815
2,0.1425324270348746
3,0.1470748913469452
4,0.2363146501364775
5,0.2366294699479663
6,0.24694079218304285
7,0.25275907095788813
8,0.25275907095788813
9,0.31372389687856334
10,0.3139245792995197
11,0.3143267488494576
12,0.3209507797941059
13,0.32202179277464155
14,0.3241912685434054
15,0.3285050512208718
16,0.33226007691572884
17,0.33257360866185715
18,0.332798328316225
19,0.33383946890980404
20,0.3377047048440178
21,0.3377296806527234
22,0.36576103890446665
23,0.3667174697363548
24,0.3705173937609517
25,0.370837777624303
26,0.3709342472934432
27,0.37101749018787344
28,0.37112959766365805
29,0.3732204769583546
30,0.3758232778562864
31,0.3764893934822277
32,0.3764924595328228
33,0.3767099377274365
34,0.37674916288596283
35,0.37675017308607317
36,0.3769473807068795
37,0.37720359619329874
38,0.37725003782734295
39,0.37731783561458465
40,0.3773200807229304
41,0.3773204272277376
42,0.3776367368305758
43,0.380430356902245
44,0.38044314589413225
45,0.38047185923724147
46,0.3804832618590068
47,0.3816839778383634
48,0.3816852462047029
49,0.38184231963560317
50,0.3820199310193304
51,0.3820202280993331
52,0.38202029422731004
53,0.3821570284825752
54,0.3821590168307232
55,0.3821807573850464
56,0.3823553248994765
