eval_index,hv
1,0.17233077673236336
2,0.17398012852787315
3,0.1871772696729926
4,0.20367007795858824
5,0.20525218102781168
6,0.2142557906770668
7,0.29464924291564226
8,0.29562213916179586
9,0.29562213916179586
10,0.30035946920994333
11,0.305584863203975
12,0.30560259443818344
13,0.3091167501772782
14,0.30912659589586805
15,0.358350763227395
16,0.3584159825541696
17,0.3584159825541696
18,0.3585734268136267
19,0.3585884246905304
20,0.3600571343169709
21,0.36011055170914236
22,0.3666088135611394
23,0.3666088135611394
24,0.3666088135611394
25,0.36662292428841997
26,0.36662292428841997
27,0.3666583917569327
28,0.3666583917569327
29,0.37564008103728264
30,0.37564008103728264
31,0.37564008103728264
32,0.37568297387447297
33,0.37575131997627553
34,0.38097814240897604
35,0.38100808570594286
36,0.38100808570594286
37,0.38100808570594286
38,0.38101025129571314
39,0.38101025129571314
40,0.38103852347125916
41,0.38103852347125916
42,0.38103852347125916
43,0.38125705107287294
44,0.3838865666392635
45,0.3838865666392635
46,0.38393392960153644
47,0.38393392960153644
48,0.38393392960153644
49,0.38393392960153644
50,0.38393392960153644
51,0.38396266646868127
52,0.38431037215778463
53,0.38431037215778463
54,0.38431037215778463
55,0.38431037215778463
56,0.38431037215778463
