seed,baseline_canonical_hv,baseline_warmstart_canonical_hv,baseline_llm_region_canonical_hv,llmbo_mo_canonical_hv,best_variant,best_label
8409,0.257600990794,0.257601816258,0.276251674501,0.275794530520,baseline_llm_region,Baseline+LLM_Region
8410,0.360248065824,0.352714762466,0.360248476777,0.354476318008,baseline_llm_region,Baseline+LLM_Region
8411,0.286272982045,0.378494511935,0.372694438314,0.293935419018,baseline_warmstart,Baseline+WarmStart
8412,0.358091524808,0.369290792436,0.367465959157,0.373330606006,llmbo_mo,LLMBO-MO
8413,0.357755024154,0.368874569609,0.386405491012,0.356448149581,baseline_llm_region,Baseline+LLM_Region
